Cement,Water,FineAggregate,CoarseAggregate,PET_%,w/c ratio,CS_7d,CS_28d
400.0,192.0,610.0,841.0,0.0,0.48,28.98,40.8
400.0,192.0,549.0,841.0,10.0,0.48,21.0,28.88
400.0,192.0,522.0,841.0,20.0,0.48,20.46,25.7
400.0,192.0,427.0,841.0,30.0,0.48,17.4,18.34
400.0,192.0,366.0,841.0,40.0,0.48,10.4,16.39
400.0,192.0,549.0,841.0,10.0,0.48,20.08,33.04
400.0,192.0,522.0,841.0,20.0,0.48,20.81,24.89
400.0,192.0,427.0,841.0,30.0,0.48,10.62,23.55
400.0,192.0,366.0,841.0,40.0,0.48,14.81,18.98
397.4908023769473,196.50714306409915,619.2797576724562,844.9463393678815,1.0,0.4445832752853591,26.661454612081148,40.467470958441474
396.67417222278044,188.42866817921941,555.0355389179541,823.256463161084,10.0,0.42123391106782765,19.663664862269822,27.051344448913433
396.08484485919075,192.24756431632238,519.2778007456847,832.6491656079216,21.0,0.43998609717152554,18.604955893870116,28.135103366845097
394.6554268086061,187.90606434532822,431.7354403733235,836.2984796506865,29.0,0.4046450412719998,17.774256084617004,17.131482485684987
391.3010318597056,196.48885537253332,384.62528132298235,853.3358939246584,39.0,0.40159662522202144,9.84025915729407,15.541081477633268
403.66527037650917,193.09996657782622,562.3277964694465,827.9345861403109,9.0,0.4258779981600017,20.73268949396559,31.79578679079883
400.40136042355624,192.4671027934328,509.3941782210211,859.7833851105823,20.0,0.4449754133369766,20.37361528223955,27.013907833921508
404.5454399171284,190.26540768805836,429.817758976216,841.833370401033,30.0,0.43253303307632646,10.383550563300458,22.473053939655053
406.5747501830386,190.5675332669359,357.23738038749525,842.7078433263299,39.0,0.42962735057040824,13.818520673504613,17.141355799989572
398.4680296141274,190.9488151817557,601.7395269887215,821.5631929086034,1.0,0.4706857343847617,30.307325545965565,43.013566028957314
391.4808930346818,190.58465728544272,533.6347623810052,855.5241370350237,10.0,0.4095410116490411,20.45743665923272,29.855227075384995
403.31844713234995,192.91297787707728,512.9888717196026,843.449737033908,21.0,0.41195942459383017,21.332597669316495,27.04043514989085
401.2255439513899,194.70967179954562,426.7518238545756,841.9093131752797,31.0,0.4110890820811831,17.18889102649288,17.245906034166236
407.9152719134704,191.7537022318211,368.53102287905534,848.8206434570451,39.0,0.4249292229148875,10.213596479914111,17.227696632144113
394.57596330983245,187.76979909828793,540.5900581165507,827.4488514901602,10.0,0.46243540481337936,19.25926488232426,30.433106068958427
399.1306914096582,189.18440437216833,518.6603979148147,856.3312103567547,20.0,0.41220879547006734,20.21191160207637,26.91519198201477
395.4426449876927,193.4769012054136,407.0208150798126,835.1027542533668,31.0,0.40069521305311906,10.64282727067475,23.161005824830752
394.44215620941463,188.19865367333682,359.50460685614513,858.7163881565008,40.0,0.421876421957307,14.982098129975366,18.614962105336325
391.2978449421796,189.53915413934345,599.875042513544,848.8521709135915,1.0,0.43008783098167697,27.732935505411803,37.02099749041299
402.19128667959797,192.02679023228862,531.0591500499995,832.1458585694645,9.0,0.4634351344701364,21.758962896530022,29.058678153239782
398.95566329146186,192.52893089071327,525.7078689551757,824.2341330533086,21.0,0.4242159938277426,21.700447883106534,25.547345261052637
409.66846281789685,190.98824442444553,439.65727492877534,852.933804999382,29.0,0.4320780064971736,16.309084416191492,16.655563219222874
401.81785886376485,193.77564361842283,346.66351315711427,841.4837223319712,41.0,0.43486659872917294,9.560047226270155,17.834035260996924
397.9514404217504,192.1775135052748,562.5084042362931,848.0276046815712,9.0,0.41134735212405893,21.785569571006707,35.53345844714152
395.1588325543031,193.5998404603418,534.6888880080486,843.2080324639785,19.0,0.4241852290900452,19.11649371960815,26.86734004309166
408.0083611432666,193.33101457273267,420.561191641948,834.9683829845064,31.0,0.48563242918780924,10.41717526200753,25.37639716516412
407.01856897535026,196.35634994220948,377.41362604455776,847.7595301885691,40.0,0.400919705161663,13.629558709969189,19.60065271553418
390.1012316769244,188.608080514175,611.9493515746634,848.6758079077077,0.0,0.422426930946056,30.20979076693032,38.65595255397389
396.50799396318536,194.46491405118024,554.9853159618885,854.9689364197671,9.0,0.43080607918523894,21.178668968330577,28.930910107820676
402.7266523637179,189.50461818605584,525.5948339024218,860.1557143310004,21.0,0.48920465551771136,20.9966192575808,27.215330100204074
400.05274186210386,192.76903884626358,426.70070775275457,828.8097195119218,29.0,0.4499193379884752,17.650574613247958,19.32505612447554
390.8720754350887,196.94550510797342,364.7977805596377,832.1824136718703,40.0,0.43701587002554443,9.392149762380045,17.79402824816257
398.5636829663463,196.66654819043669,567.5447990835701,855.1203782186944,11.0,0.4305697019287182,18.838698701099787,31.510081854330156
399.7055974855263,190.7268686709405,517.7876586723789,854.7685256290524,21.0,0.4570061170089365,19.133448567073938,25.462505974508467
409.80107700208526,188.40084015236525,427.73318609454947,856.0949228771182,29.0,0.4848669794924675,9.84818370798287,24.53397079544666
401.05639953815813,189.965101436478,362.79123425785104,831.2482777437783,39.0,0.40815941804002404,13.34435756353655,19.465487199145024
393.8854790702408,187.70940916999928,605.8713530885556,823.0307412415759,1.0,0.43379951568515357,28.25887879350112,37.48689262910149
401.56560281992347,187.3594227379674,547.6239207252984,842.7057853883031,9.0,0.48389335020693636,22.51369939690904,27.43745185833963
390.77669468858846,190.03265514673222,523.4832970878663,834.0660496718416,19.0,0.4271542915819742,22.36381048995903,25.480342930694565
406.8404615002396,188.94380033994872,423.45415620226714,848.9804884306877,29.0,0.49695368671141593,18.14679096254623,16.65663565150457
397.97641802889586,191.3352073758074,375.7617057199646,831.0344210938664,40.0,0.49626484146779254,11.098838650665389,17.032403447575145
398.1790588882854,188.73294320070846,535.2574817068435,831.0097159265838,10.0,0.4093873290081292,18.806389844382945,35.9119292944208
402.765411876867,192.16696257426565,528.2844531400067,838.4269159471156,19.0,0.441960006242779,19.760056378303815,24.17303199432598
405.15692220928736,187.14393488629756,411.6429056202767,822.8401056808701,29.0,0.43114133093912943,11.638480362792084,22.020805571178784
390.343222036635,194.63364423003912,378.2765190820312,834.852172843576,40.0,0.4433851649237973,14.509371023285022,19.419766972206215
402.70187301735285,187.45304009772045,604.9845045850589,846.0343966285694,0.0,0.45010398839152593,29.208231690926766,42.30114435828883
402.3170232877983,196.43891604560758,566.7700638850067,855.6879573422002,11.0,0.48009492946824,21.744107038008522,29.303768032697086
392.5700070646782,195.11204176736004,534.8255790297583,846.0375868040629,19.0,0.49611905638239145,22.118694826884212,24.136366432816985
391.3872260175033,188.00778001377427,407.728873026062,824.7777184302371,31.0,0.43365542148887265,17.94191477112498,17.919634805701694
403.6322733794558,190.4062456946424,356.42778112943614,840.8414981717362,40.0,0.4696737165364151,10.66820112130216,17.627353260341682
404.7014208760777,195.03480930384848,540.2813829028522,828.097581751189,9.0,0.45685202837499583,20.384913094236467,34.57072836702002
392.5537945884493,189.50016449216105,525.2217604937564,855.6846642883888,19.0,0.423859685979034,21.55851397394482,26.084265809507034
394.7647230480796,190.77728886176294,428.37309894122257,840.8624476273231,29.0,0.43200496010306116,11.46009133732593,23.028139906837907
390.21675302960597,196.05381976419264,349.6514670714453,833.7725455036166,40.0,0.46767699044243033,14.758227052841509,18.953525396901775
391.6656882239052,187.9170414725848,614.0976370360447,843.1481220938321,0.0,0.475237452943768,30.669992137435024,43.16328404520356
391.8241220609738,191.9442030470258,531.3023504006658,842.9811552929494,9.0,0.4737035556791009,21.192846234692954,30.06888265088334
409.3730388794827,193.88030010175038,535.478554969495,855.6747482124337,20.0,0.40841068061149977,21.28236568593072,23.504001852711955
406.4372011858071,194.06242227156497,410.253951225676,824.3935085634076,31.0,0.45813054172267825,18.66372205652173,19.735160364965715
394.73370387364156,196.07693706348547,369.67554955285135,835.0087298680126,41.0,0.4481666987964115,10.14621418745429,17.062266546164455
394.9744830886058,190.302525290191,546.3780737795308,831.1472869549256,10.0,0.44686606419941266,18.298113955138255,30.52114879069942
392.3505249355421,193.49210302116063,531.8417951706169,844.3347506038864,20.0,0.4400222892872025,20.717249375843505,22.81363299938952
400.5674024259442,191.36335831606556,439.08436996106934,860.1160267501708,29.0,0.4043159911950576,11.450787973494704,23.680472223796475
409.859295922386,187.73796564735397,368.15417137605283,859.772101424764,40.0,0.4166215431909253,13.971188573709188,18.199899022202477
409.9166275005874,193.96925055863815,605.3680732551688,850.4840282337208,1.0,0.42809631895922307,31.590584961707734,43.98455247654987
399.1131350557143,193.20132597801538,540.0952473192453,828.5248463889504,10.0,0.43882683839898723,19.863457931960788,27.528057454593444
397.2069019041054,189.59949862854262,520.1296338731532,822.292638044386,19.0,0.4309527616286328,21.744049220640832,26.649518226926936
393.25233878689784,196.10927184493843,439.9014897169268,858.9919965316769,29.0,0.461341519593579,17.115485766291354,19.927248076942522
407.32127779000814,187.4521867010619,347.05467897989007,836.058534675122,39.0,0.4480370081866355,11.40939498538425,15.98595034345657
404.9915659995214,190.92989448978858,562.1665688282606,843.7632587666299,9.0,0.44686931597949703,19.73791512138806,31.542673931318106
391.12750993301853,195.64722376255054,534.5160403652031,860.9887069314452,20.0,0.49131657522576433,21.164392353538616,26.015629561789662
405.14162404084914,190.77850549275786,416.6433932931853,829.201813140261,29.0,0.49540510272587224,10.845514923573667,22.27190761392131
403.43401368811715,193.18128240457895,360.32650872131364,825.5423036879852,40.0,0.4498165186645893,14.73953608388906,20.237886176277257
396.155544795421,195.16385735213063,628.7189506175929,824.5363289346259,1.0,0.4403482866212397,26.858752264099916,36.954866638716844
405.1027451134724,193.20309551353463,557.1631907239689,829.5185664603564,10.0,0.4617263712097292,23.017943445387985,29.504315418953933
402.73288643244564,192.54815608542225,505.64008364205324,850.0558813060092,19.0,0.4513989489159811,21.62070812813676,25.16822990113133
402.4417340045575,195.62363708746744,444.9808249463057,826.8829392371615,29.0,0.44921162930795383,16.558690471280375,18.190109953881944
409.60065150570955,191.92618093992868,359.15006441150035,846.3360341726691,41.0,0.4075863328108664,9.628069821574151,15.170734260103579
393.0380538702459,188.3882717264941,554.6349897921286,828.2752033759658,9.0,0.4896788409906012,19.975429947295694,34.147221536146944
393.4463974240326,188.9228901880867,503.6347446506592,827.7574025228865,20.0,0.4177010484276747,19.098179945496867,23.00152536633879
399.2155753606545,189.06333718405793,421.570794441923,841.1366908341943,29.0,0.4321582764680029,9.754025205149857,23.461194806005143
403.75569434192164,192.1165701354726,352.2791073086477,836.0914386096829,39.0,0.4276877648147204,15.716968190747048,19.922393784696368
393.6904203871276,189.0934932333671,604.8188841116553,840.3809194076408,0.0,0.47599554089375856,29.161216310030603,42.59941106095435
391.24682725022484,188.47739091906226,534.3246771434991,848.4866202161332,11.0,0.45116774421156663,21.134876638114328,26.61102553749855
398.9482473364691,192.32617266455023,511.69882014538916,831.7697292379752,19.0,0.4182283878475958,20.72174515654108,27.45124932741257
391.78408657424114,192.35335564015523,416.32865646199207,834.7170745711304,29.0,0.46791023191444897,18.406315910353538,18.334285985671784
391.7384057617485,192.37106541818548,369.4736447208352,850.8175789673732,39.0,0.45644585425226414,10.147847061978682,15.857150721432149
407.99294794290023,193.07555222293573,538.7741262185862,840.9299079139575,10.0,0.4605774819356887,19.024702795611752,30.408578579075627
